timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2,body_coords
task1_9_2_0-4_trial_24_8,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_9,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_10,Show me Upper Body,2,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_11,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_12,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_13,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_14,Show me Right Arm,4,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_15,Show me right shoulder,9,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_16,Show me left shoulder,14,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_17,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_24_18,Show me left hip,20,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_25_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_25_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_25_3,Show me left knee,21,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_25_4,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_25_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_25_6,Show me Full Body,1,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_25_7,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_25_8,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_25_9,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_25_10,Show me right shoulder,9,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_26_1,Show me left wrist,16,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_26_2,Show me right wrist,11,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_26_3,Show me right knee,18,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_26_4,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_26_5,Show me Full Body,1,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_26_6,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_26_7,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_27_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_3,Show me right wrist,11,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_4,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_6,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_7,Show me Lower Body,3,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_8,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_9,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_10,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_11,Show me left elbow,15,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_12,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_13,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_14,Show me left hip,20,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_16,Show me Right Leg,7,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_17,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_18,Show me right shoulder,9,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_19,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_20,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_27_21,Show me head,12,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_28_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_3,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_4,Show me Left Arm,6,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_6,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_7,Show me Torso,5,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_8,Show me right elbow,10,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_9,Show me Torso,5,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_10,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_11,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_12,Show me right shoulder,9,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_13,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_14,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_16,Show me left elbow,15,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_28_17,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_29_1,Show me left wrist,16,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_3,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_4,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_6,Show me right knee,18,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_7,Show me left wrist,16,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_8,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_9,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_10,Show me Lower Body,3,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_11,Show me Torso,5,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_12,Show me left shoulder,14,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_13,Show me right shoulder,9,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_14,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_16,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_17,Show me head,12,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_29_18,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_30_1,Show me Left Leg,8,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_3,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_4,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_5,Show me Right Arm,4,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_6,Show me Left Leg,8,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_7,Show me right ankle,19,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_8,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_9,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_10,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_11,Show me Full Body,1,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_12,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_13,Show me rigth hip,17,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_14,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_30_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_31_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_2,Show me right ankle,19,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_3,Show me right wrist,11,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_4,Show me left ankle,22,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_5,Show me head,12,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_6,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_7,Show me Right Leg,7,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_8,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_9,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_10,Show me left hip,20,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_11,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_12,Show me Upper Body,2,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_13,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_14,Show me right elbow,10,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_16,Show me right shoulder,9,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_17,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_18,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_19,Show me left elbow,15,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_20,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_21,Show me Left Arm,6,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_22,Show me left wrist,16,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_23,Show me right wrist,11,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_24,Show me Upper Body,2,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_25,Show me Right Arm,4,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_26,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_31_27,Show me left elbow,15,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_32_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_3,Show me left elbow,15,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_4,Show me right shoulder,9,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_5,Show me neck,13,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_6,Show me Left Leg,8,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_7,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_8,Show me right ankle,19,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_9,Show me left ankle,22,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_10,Show me right ankle,19,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_11,Show me right shoulder,9,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_12,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_13,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_14,Show me Full Body,1,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_16,Show me left ankle,22,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_17,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_18,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_19,Show me left knee,21,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_20,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_21,Show me right shoulder,9,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_22,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_32_23,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_33_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_2,Show me right elbow,10,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_3,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_4,Show me left ankle,22,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_6,Show me left hip,20,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_7,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_8,Show me Left Leg,8,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_9,Show me rigth hip,17,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_10,Show me Left Arm,6,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_11,Show me right knee,18,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_12,Show me Upper Body,2,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_13,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_14,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_16,Show me Full Body,1,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_33_17,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_34_1,Show me right elbow,10,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_3,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_4,Show me left hip,20,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_6,Show me head,12,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_7,Show me Right Leg,7,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_8,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_9,Show me Right Leg,7,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_10,Show me Lower Body,3,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_11,Show me Right Leg,7,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
